CREATION_DATE,OBJECT_ID,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE
2021-11-01T06:56:12,1999-025CKW,843.33.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CKZ,603.12.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CLA,834.02.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CLC,825.05.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T19:47:07,1999-025CLD,702.04.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CLE,626.12.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CLG,665.36.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T18:22:41,1999-025CLH,825.59.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CLM,597.13.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CLN,769.24.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-27T18:00:50,1999-025CLP,762.22.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CLQ,811.03.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CLR,590.23.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CLS,784.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CLT,702.27.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T18:22:41,1999-025CLU,643.18.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CLW,686.35.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CLX,498.26.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CLY,858.13.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CLZ,842.43.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T18:22:41,1999-025CMA,853.03.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CMB,838.55.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CMD,829.53.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T22:16:12,1999-025CME,751.48.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CMG,789.57.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T14:56:12,1999-025CMK,669.06.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CML,795.58.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CMN,557.41.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CMP,505.31.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CMT,770.45.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CMV,764.19.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CMW,825.18.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T22:26:11,1999-025CMY,726.46.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CMZ,825.27.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CNA,755.47.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CND,650.18.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CNE,705.27.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CNF,835.16.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CNG,734.12.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T14:56:12,1999-025CNH,781.15.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T14:46:11,1999-025CNJ,729.04.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T04:55:04,1999-025CNK,463.18.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CNL,791.22.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-26T22:26:12,1999-025CNM,807.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CNQ,662.21.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CNR,759.52.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CNS,797.43.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T19:47:07,1999-025CNT,656.49.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CNY,774.02.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CNZ,827.36.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CPA,778.28.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T19:47:07,1999-025CPB,790.58.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CPD,709.33.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CPE,772.15.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-27T18:00:50,1999-025CPF,844.27.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CPG,829.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CPH,823.09.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T19:47:07,1999-025CPJ,846.14.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CPK,458.45.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CPL,395.01.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-27T18:00:50,1999-025CPM,792.16.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CPN,724.59.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CPP,775.57.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CPQ,753.44.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T19:47:07,1999-025CPR,820.08.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CPS,845.44.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CPT,862.57.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CPU,865.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CPV,769.46.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T23:06:11,1999-025CPW,835.35.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CPX,801.12.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CPY,835.28.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T22:16:12,1999-025CPZ,849.37.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T04:47:37,1999-025CQA,838.06.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1969-009C,569.56.00,DEBRIS,SMALL,CANADA,1969,AFWTR
2021-10-30T18:17:17,2004-021H,812.27.00,DEBRIS,SMALL,EX USSR,2004,TTMTR
2021-11-01T04:58:37,2004-021J,829.28.00,DEBRIS,SMALL,EX USSR,2004,TTMTR
2021-11-01T06:56:12,2007-036A,35788.36.00,PAYLOAD,LARGE,STATI UNITI,2007,FRANCIAGUI
2021-11-01T04:58:37,2007-036B,35784.17.00,PAYLOAD,LARGE,GIAPPONE,2007,FRANCIAGUI
2021-11-01T04:58:37,2007-036D,307.29.00,ROCKET BODY,LARGE,FRANCIA,2007,FRANCIAGUI
2021-10-31T18:07:15,2006-006C,457.35.00,DEBRIS,LARGE,EX USSR,2006,TTMTR
2021-11-01T04:58:37,2006-006D,706.44.00,DEBRIS,LARGE,EX USSR,2006,TTMTR
2021-10-30T18:17:17,2006-006F,502.48.00,DEBRIS,MEDIUM,EX USSR,2006,TTMTR
2021-11-01T04:58:37,2006-006G,415.34.00,DEBRIS,MEDIUM,EX USSR,2006,TTMTR
2021-11-01T04:58:37,2006-006H,382.05.00,DEBRIS,MEDIUM,EX USSR,2006,TTMTR
2021-11-01T04:58:37,2006-006J,571.58.00,DEBRIS,MEDIUM,EX USSR,2006,TTMTR
2021-10-30T07:06:24,2006-006K,604.02.00,DEBRIS,MEDIUM,EX USSR,2006,TTMTR
2021-10-31T18:07:15,2006-006L,455.05.00,DEBRIS,SMALL,EX USSR,2006,TTMTR
2021-10-31T18:07:15,2006-006M,473.43.00,DEBRIS,MEDIUM,EX USSR,2006,TTMTR
2021-11-01T14:56:11,2006-006N,524.35.00,DEBRIS,MEDIUM,EX USSR,2006,TTMTR
2021-11-01T04:58:37,2006-006P,448.11.00,DEBRIS,SMALL,EX USSR,2006,TTMTR
2021-11-01T04:58:37,2006-006Q,398.38.00,DEBRIS,SMALL,EX USSR,2006,TTMTR
2021-11-01T04:58:37,2006-006R,427.16.00,DEBRIS,LARGE,EX USSR,2006,TTMTR
2021-10-29T18:22:41,2006-006T,427.14.00,DEBRIS,SMALL,EX USSR,2006,TTMTR
2021-11-01T06:36:11,2006-006U,335.43.00,DEBRIS,SMALL,EX USSR,2006,TTMTR
2021-10-30T18:17:17,2006-006V,418.23.00,DEBRIS,MEDIUM,EX USSR,2006,TTMTR
2021-11-01T04:58:37,2006-006W,487.24.00,DEBRIS,MEDIUM,EX USSR,2006,TTMTR
2021-11-01T06:46:11,2006-006AA,600.44.00,DEBRIS,MEDIUM,EX USSR,2006,TTMTR
2021-11-01T04:58:37,2007-037A,36083.45.00,PAYLOAD,LARGE,INDIA,2007,SRI
2021-11-01T06:16:13,2007-038A,963.44.00,PAYLOAD,LARGE,EX USSR,2007,PKMTR
2021-11-01T06:56:12,2007-038B,966.17.00,ROCKET BODY,LARGE,EX USSR,2007,PKMTR
2021-11-01T04:58:37,2007-041A,493.15.00,PAYLOAD,LARGE,STATI UNITI,2007,AFWTR
2021-11-01T06:56:12,2007-042A,749.37.00,PAYLOAD,LARGE,REPUBBLICA POPOLARE CINO-BRASILIANA,2007,TSC
2021-11-01T04:58:37,2007-042B,699.07.00,ROCKET BODY,LARGE,CINA,2007,TSC
2021-10-30T14:56:12,1999-057QD,601.33.00,DEBRIS,SMALL,REPUBBLICA POPOLARE CINO-BRASILIANA,1999,TSC
2021-11-01T06:56:12,1999-057QE,659.54.00,DEBRIS,SMALL,REPUBBLICA POPOLARE CINO-BRASILIANA,1999,TSC
2021-10-29T18:22:41,1999-057QK,573.16.00,DEBRIS,SMALL,REPUBBLICA POPOLARE CINO-BRASILIANA,1999,TSC
2021-11-01T04:58:37,1999-057QL,671.28.00,DEBRIS,SMALL,REPUBBLICA POPOLARE CINO-BRASILIANA,1999,TSC
2021-10-31T18:07:15,1999-057QT,764.25.00,DEBRIS,SMALL,REPUBBLICA POPOLARE CINO-BRASILIANA,1999,TSC
2021-11-01T14:56:11,1999-057QV,565.54.00,DEBRIS,SMALL,REPUBBLICA POPOLARE CINO-BRASILIANA,1999,TSC
2021-10-31T18:07:15,1999-057QW,476.13.00,DEBRIS,SMALL,REPUBBLICA POPOLARE CINO-BRASILIANA,1999,TSC
2021-10-31T18:07:15,1999-057QY,646.16.00,DEBRIS,SMALL,REPUBBLICA POPOLARE CINO-BRASILIANA,1999,TSC
2021-11-01T06:56:12,1999-057QZ,622.52.00,DEBRIS,SMALL,REPUBBLICA POPOLARE CINO-BRASILIANA,1999,TSC
2021-11-01T06:56:12,1999-025CQC,804.47.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CQE,859.51.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-27T18:00:50,1999-025CQF,775.22.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CQG,782.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CQJ,823.11.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CQK,723.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CQL,848.36.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CQM,799.03.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T22:16:10,1999-025CQN,842.05.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CQP,529.18.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CQQ,691.02.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CQR,696.14.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CQT,835.13.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CQU,524.37.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CQV,606.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-27T22:26:20,1999-025CQX,813.45.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T22:36:11,1999-025CQY,783.03.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:46:11,1999-025CRB,647.53.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CRC,821.15.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CRD,721.35.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CRE,490.26.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CRF,759.59.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-25T18:30:04,1999-025CRG,700.18.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CRH,804.27.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T22:56:12,1999-025CRJ,420.06.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CRK,820.01.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CRL,662.21.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T22:36:12,1999-025CRM,834.37.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:36:11,1999-025CRR,593.07.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CRS,393.24.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CRT,591.31.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CRU,848.37.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T18:22:41,1999-025CRV,848.22.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CRW,640.37.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CRX,799.16.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CRY,728.28.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T19:47:07,1999-025CSA,720.29.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CSB,816.12.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CSC,647.57.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T18:22:41,1999-025CSE,746.49.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CSF,530.58.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CSG,802.04.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CSH,631.04.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CSK,841.32.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T22:56:12,1999-025CSL,761.41.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CSM,775.28.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CSQ,738.37.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CSS,508.44.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CSU,593.28.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CSV,578.36.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:36:11,1999-025CSW,723.32.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CSX,589.42.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-27T18:00:50,1999-025CSY,443.27.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CSZ,756.23.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CTA,742.47.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CTB,543.25.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CTC,696.23.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CTE,728.25.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CTF,792.09.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CTG,714.11.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CTH,757.21.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-24T17:20:17,1999-025CTK,806.58.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CTL,499.48.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CTM,680.18.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CTN,790.22.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CTP,766.02.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CTQ,524.41.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CTR,762.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T04:47:37,1999-025CTS,569.35.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T15:16:11,1999-025CTT,770.12.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-27T18:00:50,1999-025CTU,743.14.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CTV,833.31.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CTW,720.35.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CTX,732.22.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CTY,785.31.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CTZ,785.47.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CUA,857.35.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CUB,686.03.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CUC,743.33.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CUD,852.14.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T14:36:11,1999-025CUE,492.35.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CUF,524.52.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T18:22:41,1999-025CUG,781.12.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CUH,856.39.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CUJ,722.36.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T19:47:07,1999-025CUK,794.57.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T07:26:11,1999-025CUL,678.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CUM,774.19.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CUN,840.53.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T04:47:37,1999-025CUP,762.53.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CUQ,670.29.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CUR,832.53.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CUT,683.19.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T15:06:13,1999-025CUU,830.15.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T07:06:24,1999-025CUV,622.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CUW,833.26.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T18:22:41,1999-025CUY,731.22.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CUZ,393,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CVA,633.26.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CVB,847.56.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CVD,715.05.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-20T02:17:46,1999-025CVE,638.14.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CVF,857.57.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:56:12,1999-025CVG,826.31.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T06:46:11,1999-025CVJ,672.43.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CVL,832.45.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T04:55:04,1999-025CVN,741.39.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T18:17:17,1999-025CVP,747.53.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T23:06:11,1999-025CVQ,714.28.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CVT,604.01.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-27T18:00:50,1999-025CVU,744.58.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T19:47:07,1999-025CVV,824.18.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T14:46:11,1999-025CVW,742.53.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CVX,804.06.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CVY,492.39.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CVZ,543.06.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-30T22:26:11,1999-025CWA,666.34.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T06:56:11,1999-025CWC,755.31.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T18:22:41,1999-025CWE,620.16.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-24T02:14:24,1999-025CWF,703.56.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CWG,840.31.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CWH,581.1,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T22:56:12,1999-025CWL,462.04.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CWP,731.09.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T18:22:41,1999-025CWQ,845.13.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,1999-025CWR,704.36.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T18:22:41,1999-025CWT,630.58.00,DEBRIS,SMALL,CINA,1999,TSC
2021-11-01T04:58:37,2007-044A,35772.11.00,PAYLOAD,LARGE,AUSTRALIA,2007,FRANCIAGUI
2021-11-01T04:58:37,2007-044C,350.56.00,ROCKET BODY,LARGE,FRANCIA,2007,FRANCIAGUI
2021-11-01T04:58:37,2007-044D,582.44.00,DEBRIS,LARGE,FRANCIA,2007,FRANCIAGUI
2021-11-01T06:56:12,2007-046A,35796.43.00,PAYLOAD,LARGE,STATI UNITI,2007,AFETR
2021-10-31T18:07:15,2007-047A,19825.52.00,PAYLOAD,LARGE,STATI UNITI,2007,AFETR
2021-11-01T04:58:37,2007-048A,1504.33.00,PAYLOAD,LARGE,ORGANIZZAZIONI INTERNAZIONALI,2007,TTMTR
2021-11-01T06:56:12,2007-048B,1414.38.00,PAYLOAD,LARGE,ORGANIZZAZIONI INTERNAZIONALI,2007,TTMTR
2021-11-01T04:58:37,2007-048C,1424.36.00,PAYLOAD,LARGE,ORGANIZZAZIONI INTERNAZIONALI,2007,TTMTR
2021-10-31T18:07:15,2007-048D,1422.58.00,PAYLOAD,LARGE,ORGANIZZAZIONI INTERNAZIONALI,2007,TTMTR
2021-10-27T18:00:50,2007-049D,563.45.00,ROCKET BODY,LARGE,EX USSR,2007,PKMTR
2021-11-01T04:58:37,2007-052A,19126.23.00,PAYLOAD,LARGE,EX USSR,2007,TTMTR
2021-11-01T04:58:37,2007-052B,19118.51.00,PAYLOAD,LARGE,EX USSR,2007,TTMTR
2021-10-31T18:07:15,2007-052C,19091.09.00,PAYLOAD,LARGE,EX USSR,2007,TTMTR
2021-10-31T22:26:11,2007-052D,19077.48.00,ROCKET BODY,LARGE,EX USSR,2007,TTMTR
2021-11-01T04:58:37,2007-052F,727.45.00,ROCKET BODY,MEDIUM,EX USSR,2007,TTMTR
2021-10-31T18:07:15,2007-052G,767.58.00,ROCKET BODY,MEDIUM,EX USSR,2007,TTMTR
2021-11-01T06:46:11,2007-055A,634.11.00,PAYLOAD,LARGE,CINA,2007,TSC
2021-11-01T04:58:37,2007-055B,416.26.00,ROCKET BODY,LARGE,CINA,2007,TSC
2021-11-01T04:58:37,2007-056A,35824.09.00,PAYLOAD,LARGE,BRASILE,2007,FRANCIAGUI
2021-11-01T06:46:11,2007-056B,35779.29.00,PAYLOAD,LARGE,REGNO UNITO,2007,FRANCIAGUI
2021-10-31T18:07:15,2007-056C,263.04.00,ROCKET BODY,LARGE,FRANCIA,2007,FRANCIAGUI
2021-11-01T04:58:37,2007-057A,35774.41.00,PAYLOAD,LARGE,SEYCHELLES,2007,TTMTR
2021-11-01T06:56:12,2007-057C,7045.06.00,ROCKET BODY,LARGE,EX USSR,2007,TTMTR
2021-10-29T18:22:41,1999-025CWV,727.26.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-28T19:47:07,1999-025CWW,738.35.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-27T18:00:50,1999-025CWZ,833.29.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-29T22:46:12,1999-025CXC,836.36.00,DEBRIS,SMALL,CINA,1999,TSC
2021-10-31T18:07:15,1999-025CXD,827.14.00,DEBRIS,SMALL,CINA,1999,TSC
